word,language,sumvalue,weight,sentivalue
awto,tagalog,-0.7492,0.4915,0.0085
awtobiyograpiko,tagalog,Not Found,N/A,N/A
awtobiyograpiya,tagalog,-0.212,0.555317,-0.055317
awtobus,tagalog,Not Found,N/A,N/A
awtograp,tagalog,Not Found,N/A,N/A
awtokrasya,tagalog,-0.3996,0.533031,-0.033031
awtokrat,tagalog,Not Found,N/A,N/A
awtokrata,tagalog,-0.2626,0.549306,-0.549306
awtokratik,tagalog,Not Found,N/A,N/A
awtokratiko,tagalog,-0.0672,0.572518,-0.572518
awtomatik,tagalog,-0.1912,0.557788,-0.057788
awtomatiko,cebuano,Not Found,N/A,N/A
awtomatiko,tagalog,-0.0673,0.572506,-0.072506
awtomobil,cebuano,Not Found,N/A,N/A
awtomobil,cebuano,Not Found,N/A,N/A
awtonomia,tagalog,Not Found,N/A,N/A
awtor,tagalog,1.6614,0.777866,-0.277866
awtoridad,cebuano,-0.004,0.279222,0.279222
awtoridad,tagalog,0.3554,0.622721,0.622721
awtorisado,tagalog,-0.0312,0.576795,-0.076795
awtorisasyon,tagalog,0.0191,0.58277,-0.08277
awtu,cebuano,Not Found,N/A,N/A
awtugrap,cebuano,Not Found,N/A,N/A
awtumatik awtumatiku,cebuano,Not Found,N/A,N/A
awtumubil,cebuano,Not Found,N/A,N/A
awtunumiya,cebuano,Not Found,N/A,N/A
awtupsi awtupsiya,cebuano,Not Found,N/A,N/A
awtur,cebuano,Not Found,N/A,N/A
awturidad,cebuano,Not Found,N/A,N/A
awturisar,cebuano,Not Found,N/A,N/A
awturisasyun,cebuano,Not Found,N/A,N/A
awu,cebuano,Not Found,N/A,N/A
awug,cebuano,Not Found,N/A,N/A
awug,cebuano,Not Found,N/A,N/A
awuk,cebuano,Not Found,N/A,N/A
awukuk,cebuano,Not Found,N/A,N/A
awul,cebuano,Not Found,N/A,N/A
awumbak,cebuano,Not Found,N/A,N/A
awup,cebuano,Not Found,N/A,N/A
awup,cebuano,Not Found,N/A,N/A
awut,cebuano,Not Found,N/A,N/A
awut,cebuano,Not Found,N/A,N/A
awutsayid,cebuano,Not Found,N/A,N/A
awuy,cebuano,Not Found,N/A,N/A
awyan,cebuano,Not Found,N/A,N/A
ay,cebuano,2.5955,0.4147,-0.4147
ay,cebuano,2.5955,0.4147,-0.4147
ay,cebuano,2.5955,0.4147,-0.4147
ay,cebuano,2.5955,0.4147,-0.4147
ay,cebuano,2.5955,0.4147,-0.4147
ay,tagalog,-0.2986,0.545029,-0.545029
ay,tagalog,-0.2986,0.545029,-0.045029
aya,cebuano,0.0677,0.282959,0.217041
aya,tagalog,-2.0447,0.337602,0.162398
aya,tagalog,-2.0447,0.337602,0.162398
ayaan,cebuano,Not Found,N/A,N/A
ayaay,cebuano,Not Found,N/A,N/A
ayad,cebuano,Not Found,N/A,N/A
ayad,cebuano,Not Found,N/A,N/A
ayad,cebuano,Not Found,N/A,N/A
ayad,cebuano,Not Found,N/A,N/A
ayag,cebuano,Not Found,N/A,N/A
ayagak,cebuano,Not Found,N/A,N/A
ayain,tagalog,0.1136,0.593996,-0.093996
ayam,cebuano,Not Found,N/A,N/A
ayan,tagalog,-0.5025,0.520807,-0.020807
ayangang,cebuano,Not Found,N/A,N/A
ayap,tagalog,Not Found,N/A,N/A
ayar payib,cebuano,Not Found,N/A,N/A
ayaw,cebuano,0.8848,0.325544,-0.325544
ayaw,cebuano,0.8848,0.325544,-0.325544
ayaw,cebuano,0.8848,0.325544,-0.325544
ayaw,cebuano,0.8848,0.325544,-0.325544
ayaw,cebuano,0.8848,0.325544,-0.325544
ayaw,cebuano,0.8848,0.325544,-0.325544
ayaw,cebuano,0.8848,0.325544,-0.325544
ayaw,tagalog,-0.807,0.484634,-0.484634
ayaw iapil,cebuano,Not Found,N/A,N/A
ayaw paduol,cebuano,Not Found,N/A,N/A
ayaw ug duol,cebuano,Not Found,N/A,N/A
ayawan,cebuano,Not Found,N/A,N/A
ayawan,tagalog,-0.1811,0.558987,-0.058987
ayawat,cebuano,Not Found,N/A,N/A
ayawayaw,tagalog,Not Found,N/A,N/A
ayay,cebuano,Not Found,N/A,N/A
ayay ko,cebuano,Not Found,N/A,N/A
aybru,cebuano,Not Found,N/A,N/A
ayda,cebuano,Not Found,N/A,N/A
aydi,cebuano,Not Found,N/A,N/A
ayha,cebuano,0.6076,0.311097,-0.311097
ayha,cebuano,0.6076,0.311097,-0.311097
ayhab,cebuano,Not Found,N/A,N/A
ayina,tagalog,Not Found,N/A,N/A
ayis,cebuano,Not Found,N/A,N/A
ayisayis,cebuano,Not Found,N/A,N/A
ayo,cebuano,1.1497,0.339349,-0.339349
ayo,cebuano,1.1497,0.339349,-0.339349
ayo,tagalog,-0.2886,0.546217,-0.546217
ayo na,cebuano,Not Found,N/A,N/A
ayohon,cebuano,0.5474,0.307959,0.307959
ayohon,cebuano,0.5474,0.307959,0.307959
ayohon,cebuano,0.5474,0.307959,0.307959
ayon,cebuano,0.0619,0.282657,0.282657
ayon,tagalog,0.985,0.697514,0.697514
ayon,tagalog,0.985,0.697514,0.697514
ayon sakay,tagalog,Not Found,N/A,N/A
ayos,tagalog,0.093,0.591549,-0.091549
ayos,tagalog,0.093,0.591549,-0.091549
ayos na ayos,tagalog,Not Found,N/A,N/A
ayri,cebuano,-0.5359,0.251501,-0.251501
ayroplano,cebuano,0.0067,0.27978,0.22022
ayruplanu,cebuano,Not Found,N/A,N/A
aysing,tagalog,Not Found,N/A,N/A
aysyid,cebuano,Not Found,N/A,N/A
ayta,cebuano,Not Found,N/A,N/A
ayta,cebuano,Not Found,N/A,N/A
ayta,tagalog,-0.0343,0.576426,-0.076426
ayu,cebuano,1.215,0.342753,-0.342753
ayuan,tagalog,Not Found,N/A,N/A
ayuda,cebuano,Not Found,N/A,N/A
ayuda,tagalog,-0.128,0.565295,-0.065295
ayudahan,tagalog,-0.1763,0.559558,-0.059558
ayudante,tagalog,-0.3199,0.542499,-0.042499
ayudi,cebuano,Not Found,N/A,N/A
ayum,cebuano,Not Found,N/A,N/A
ayun,cebuano,Not Found,N/A,N/A
ayun,cebuano,Not Found,N/A,N/A
ayun,cebuano,Not Found,N/A,N/A
ayun,tagalog,-2.2916,0.308272,0.308272
ayun,tagalog,-2.2916,0.308272,0.191728
ayunan,tagalog,0.5489,0.645707,0.645707
ayungin,tagalog,-0.5008,0.521009,0.521009
ayuno,tagalog,-0.4601,0.525844,-0.025844
ayupin,tagalog,Not Found,N/A,N/A
ayupup,cebuano,Not Found,N/A,N/A
ayus,cebuano,Not Found,N/A,N/A
ayusin,tagalog,0.7356,0.667886,-0.167886
aywan,tagalog,-0.8889,0.474905,0.474905
aywan,tagalog,-0.8889,0.474905,0.025095
ba,cebuano,6.4543,0.615809,-0.615809
ba,cebuano,6.4543,0.615809,-0.115809
ba,tagalog,-0.7348,0.493211,0.006789
ba,tagalog,-0.7348,0.493211,-0.493211
baag,cebuano,Not Found,N/A,N/A
baak,tagalog,0.0061,0.581226,-0.581226
baakin,tagalog,Not Found,N/A,N/A
baang,cebuano,Not Found,N/A,N/A
baang baang,cebuano,Not Found,N/A,N/A
baat,cebuano,Not Found,N/A,N/A
baat,tagalog,Not Found,N/A,N/A
baatan,cebuano,Not Found,N/A,N/A
bab,cebuano,Not Found,N/A,N/A
bab,tagalog,0.0788,0.589862,-0.089862
baba,cebuano,-1.225,0.215587,0.284413
baba,cebuano,-1.225,0.215587,-0.215587
baba,tagalog,0.0181,0.582651,-0.082651
baba baba,cebuano,Not Found,N/A,N/A
baba sa atay,cebuano,Not Found,N/A,N/A
babaan,tagalog,0.5195,0.642215,-0.642215
babaan,tagalog,0.5195,0.642215,-0.642215
babaan,tagalog,0.5195,0.642215,-0.642215
babaangluksa,tagalog,Not Found,N/A,N/A
babad,cebuano,Not Found,N/A,N/A
babad,tagalog,-0.1844,0.558595,0.558595
babad,tagalog,-0.1844,0.558595,0.558595
babae,cebuano,-0.5619,0.250146,-0.250146
babae,cebuano,-0.5619,0.250146,-0.250146
babae,tagalog,-0.0518,0.574348,-0.574348
babae,tagalog,-0.0518,0.574348,-0.574348
babae nga estudyante,cebuano,Not Found,N/A,N/A
babae nga igkakasal,cebuano,Not Found,N/A,N/A
babaero,tagalog,-0.5089,0.520047,-0.020047
babag,cebuano,-0.4253,0.257265,-0.257265
babag,cebuano,-0.4253,0.257265,-0.257265
babag,cebuano,-0.4253,0.257265,-0.257265
babag,cebuano,-0.4253,0.257265,-0.257265
babag,cebuano,-0.4253,0.257265,-0.257265
babag,cebuano,-0.4253,0.257265,-0.257265
babag,tagalog,0.3456,0.621556,-0.621556
babag,tagalog,0.3456,0.621556,-0.621556
babagan,tagalog,Not Found,N/A,N/A
babagin,tagalog,Not Found,N/A,N/A
babahaan,tagalog,Not Found,N/A,N/A
babahin,tagalog,Not Found,N/A,N/A
babaihin,tagalog,Not Found,N/A,N/A
babaing ikakasal,tagalog,Not Found,N/A,N/A
babaing tagatangkilik,tagalog,Not Found,N/A,N/A
babala,tagalog,0.4415,0.632949,-0.632949
babalaan,tagalog,0.7198,0.666009,-0.166009
babaon,cebuano,Not Found,N/A,N/A
babaon,cebuano,Not Found,N/A,N/A
babaran,tagalog,-0.2146,0.555008,-0.055008
babarin,tagalog,Not Found,N/A,N/A
babasagin,tagalog,0.4979,0.639649,-0.639649
babasahin,tagalog,0.6506,0.657789,-0.157789
babaw,cebuano,0.7125,0.316564,0.316564
babaw,cebuano,0.7125,0.316564,0.316564
babaw,cebuano,0.7125,0.316564,0.316564
babaw,cebuano,0.7125,0.316564,0.316564
babaw,tagalog,0.6382,0.656316,0.656316
babawan,tagalog,0.2752,0.613193,-0.613193
babay,cebuano,Not Found,N/A,N/A
babay,cebuano,Not Found,N/A,N/A
babayaran,tagalog,-0.0323,0.576664,-0.076664
babaye,cebuano,-0.2717,0.26527,0.23473
babaye,cebuano,-0.2717,0.26527,0.23473
babaye nga agalon,cebuano,Not Found,N/A,N/A
babaye nga balo,cebuano,Not Found,N/A,N/A
babaye nga bayani,cebuano,Not Found,N/A,N/A
babaye nga budok,cebuano,Not Found,N/A,N/A
babaye nga dumianon,cebuano,Not Found,N/A,N/A
babaye nga hamtong,cebuano,Not Found,N/A,N/A
babaye nga kiatan,cebuano,Not Found,N/A,N/A
babaye nga kundatan,cebuano,Not Found,N/A,N/A
babaye nga makahahadlok,cebuano,Not Found,N/A,N/A
babaye nga manininda,cebuano,Not Found,N/A,N/A
babaye nga manlalaba,cebuano,Not Found,N/A,N/A
babaye nga manununod sa kabilin,cebuano,Not Found,N/A,N/A
babaye nga palaaway,cebuano,Not Found,N/A,N/A
babaye nga sinaaran,cebuano,Not Found,N/A,N/A
babaye nga ulagan,cebuano,Not Found,N/A,N/A
babayeng abay sa kasal,cebuano,Not Found,N/A,N/A
babayenhon,cebuano,Not Found,N/A,N/A
babayenon,cebuano,Not Found,N/A,N/A
babayenon,cebuano,Not Found,N/A,N/A
babayi,cebuano,-0.0837,0.275068,0.224932
babaylan,cebuano,Not Found,N/A,N/A
babero,tagalog,-0.013,0.578957,-0.078957
babha,cebuano,Not Found,N/A,N/A
babhin,tagalog,Not Found,N/A,N/A
babhir,cebuano,Not Found,N/A,N/A
babig ng kamatayan,tagalog,Not Found,N/A,N/A
babil,cebuano,Not Found,N/A,N/A
babin,tagalog,Not Found,N/A,N/A
babit,cebuano,Not Found,N/A,N/A
babit,cebuano,Not Found,N/A,N/A
babor,tagalog,Not Found,N/A,N/A
baboy,cebuano,0.5126,0.306146,-0.306146
baboy,cebuano,0.5126,0.306146,-0.306146
baboy,cebuano,0.5126,0.306146,-0.306146
baboy,tagalog,0.1877,0.602799,-0.602799
baboy nga hinurno,cebuano,Not Found,N/A,N/A
baboydamo,tagalog,Not Found,N/A,N/A
baboyramo,tagalog,-0.197,0.557099,-0.557099
babul gam,cebuano,Not Found,N/A,N/A
babung babung,cebuano,Not Found,N/A,N/A
babuy,cebuano,Not Found,N/A,N/A
babuyan,tagalog,-0.8512,0.479383,0.020617
babuybabuy,cebuano,Not Found,N/A,N/A
babuyin,tagalog,0.3826,0.625952,-0.625952
baday,cebuano,Not Found,N/A,N/A
badaybaday,cebuano,Not Found,N/A,N/A
badbad,cebuano,0.063,0.282714,-0.282714
badbad,cebuano,0.063,0.282714,-0.282714
badbad,cebuano,0.063,0.282714,-0.282714
badeo,tagalog,Not Found,N/A,N/A
badigard,cebuano,Not Found,N/A,N/A
badigard,tagalog,-0.0143,0.578802,0.578802
badingding,cebuano,Not Found,N/A,N/A
badlipanis,cebuano,Not Found,N/A,N/A
badlis,cebuano,0.0904,0.284142,-0.284142
badlis,cebuano,0.0904,0.284142,-0.284142
badlis,cebuano,0.0904,0.284142,-0.284142
badlit,cebuano,Not Found,N/A,N/A
badlit,cebuano,Not Found,N/A,N/A
badlit,cebuano,Not Found,N/A,N/A
badlit,cebuano,Not Found,N/A,N/A
badlong,cebuano,Not Found,N/A,N/A
badlong,cebuano,Not Found,N/A,N/A
badlong,cebuano,Not Found,N/A,N/A
badlong buyag,cebuano,Not Found,N/A,N/A
badlun,cebuano,Not Found,N/A,N/A
badlung,cebuano,Not Found,N/A,N/A
badlungon,cebuano,0.0262,0.280796,-0.280796
badlungon,cebuano,0.0262,0.280796,-0.280796
badlungon,cebuano,0.0262,0.280796,-0.280796
badminton,tagalog,0.4151,0.629813,-0.129813
badmintun,cebuano,Not Found,N/A,N/A
baduduy,cebuano,Not Found,N/A,N/A
badun,cebuano,Not Found,N/A,N/A
badung,cebuano,Not Found,N/A,N/A
badut,cebuano,Not Found,N/A,N/A
badutu,cebuano,Not Found,N/A,N/A
badya,tagalog,0.0997,0.592345,-0.592345
badya,tagalog,0.0997,0.592345,-0.592345
badyahin,tagalog,Not Found,N/A,N/A
badyang,cebuano,Not Found,N/A,N/A
badyang,cebuano,Not Found,N/A,N/A
badyang,cebuano,Not Found,N/A,N/A
badyangun,cebuano,Not Found,N/A,N/A
badyet,cebuano,0.4742,0.304144,0.195856
badyet,tagalog,-0.2227,0.554046,-0.054046
badyi,cebuano,0.1006,0.284673,0.215327
badyibadyi,cebuano,Not Found,N/A,N/A
badyikdyik,cebuano,Not Found,N/A,N/A
badyit,cebuano,Not Found,N/A,N/A
badyit,cebuano,Not Found,N/A,N/A
badyitin,tagalog,Not Found,N/A,N/A
badyu,cebuano,Not Found,N/A,N/A
badyung,cebuano,Not Found,N/A,N/A
bag,cebuano,1.7651,0.371422,-0.371422
bag,cebuano,1.7651,0.371422,-0.371422
bag,cebuano,1.7651,0.371422,0.128578
bag,tagalog,-3.0226,0.221433,-0.221433
baga,cebuano,0.2202,0.290907,0.290907
baga,cebuano,0.2202,0.290907,0.290907
baga,cebuano,0.2202,0.290907,0.290907
baga,cebuano,0.2202,0.290907,0.290907
baga,cebuano,0.2202,0.290907,-0.290907
baga,cebuano,0.2202,0.290907,0.290907
baga,cebuano,0.2202,0.290907,0.209093
baga,tagalog,-0.4514,0.526877,0.526877
baga,tagalog,-0.4514,0.526877,0.526877
baga,tagalog,-0.4514,0.526877,0.526877
baga,tagalog,-0.4514,0.526877,0.526877
bagaang,cebuano,Not Found,N/A,N/A
bagaang,cebuano,Not Found,N/A,N/A
bagaba,cebuano,Not Found,N/A,N/A
bagabag,tagalog,0.5421,0.6449,-0.6449
bagabag,tagalog,0.5421,0.6449,-0.6449
bagabagin,tagalog,0.3457,0.621568,-0.621568
bagabundo,tagalog,-0.502,0.520866,-0.520866
bagahe,tagalog,-0.7427,0.492272,0.007728
bagakay,cebuano,0.0527,0.282177,0.282177
bagakbak,tagalog,Not Found,N/A,N/A
bagal,cebuano,Not Found,N/A,N/A
bagal,tagalog,-0.4382,0.528445,-0.528445
bagal bagal,cebuano,Not Found,N/A,N/A
bagal bagal,cebuano,Not Found,N/A,N/A
bagalan,tagalog,-0.4769,0.523848,-0.523848
bagalnga,cebuano,Not Found,N/A,N/A
bagaman,tagalog,0.1318,0.596158,-0.096158
bagamat,tagalog,0.4807,0.637606,-0.137606
bagamundo,tagalog,-0.4411,0.528101,-0.528101
bagamundu,cebuano,Not Found,N/A,N/A
bagan,cebuano,-0.0847,0.275016,0.224984
baganaw,cebuano,Not Found,N/A,N/A
bagang,cebuano,0.0352,0.281265,-0.281265
bagang,cebuano,0.0352,0.281265,0.218735
bagang,tagalog,0.0761,0.589541,-0.089541
bagang,tagalog,0.0761,0.589541,-0.589541
bagangan,cebuano,Not Found,N/A,N/A
bagansiya,cebuano,Not Found,N/A,N/A
bagansiya,tagalog,-0.2431,0.551622,0.551622
bagansya,tagalog,-0.0605,0.573314,-0.073314
bagas,cebuano,Not Found,N/A,N/A
bagasi bagasu,cebuano,Not Found,N/A,N/A
bagaso,cebuano,Not Found,N/A,N/A
bagaso,tagalog,Not Found,N/A,N/A
bagat,cebuano,Not Found,N/A,N/A
bagatungul,cebuano,Not Found,N/A,N/A
bagaw,cebuano,Not Found,N/A,N/A
bagaw,cebuano,Not Found,N/A,N/A
bagaw,cebuano,Not Found,N/A,N/A
bagay,cebuano,0.0189,0.280415,0.280415
bagay,cebuano,0.0189,0.280415,0.280415
bagay,cebuano,0.0189,0.280415,0.280415
bagay,cebuano,0.0189,0.280415,0.280415
bagay,cebuano,0.0189,0.280415,0.280415
bagay,cebuano,0.0189,0.280415,0.280415
bagay,cebuano,0.0189,0.280415,0.280415
bagay,cebuano,0.0189,0.280415,0.280415
bagay,tagalog,1.1485,0.716937,0.716937
bagay,tagalog,1.1485,0.716937,0.716937
bagay sa,tagalog,Not Found,N/A,N/A
bagay sa lalaki,tagalog,Not Found,N/A,N/A
bagay sa reyna,tagalog,Not Found,N/A,N/A
bagayan,tagalog,0.0107,0.581772,-0.081772
bagaybagay,tagalog,0.4833,0.637914,-0.137914
bagaybay,cebuano,Not Found,N/A,N/A
bagaye,cebuano,Not Found,N/A,N/A
bagbag,tagalog,0.5552,0.646456,-0.646456
bagbagin,tagalog,Not Found,N/A,N/A
bagbagin,tagalog,Not Found,N/A,N/A
bagdal,cebuano,Not Found,N/A,N/A
bagdoy,cebuano,Not Found,N/A,N/A
bagdoy,cebuano,Not Found,N/A,N/A
bagduk,cebuano,Not Found,N/A,N/A
baghak,cebuano,Not Found,N/A,N/A
baghan,tagalog,Not Found,N/A,N/A
baghas,cebuano,Not Found,N/A,N/A
baghas,cebuano,Not Found,N/A,N/A
baghud,cebuano,Not Found,N/A,N/A
baghut,cebuano,Not Found,N/A,N/A
bagibi,cebuano,Not Found,N/A,N/A
bagid,cebuano,Not Found,N/A,N/A
bagid,cebuano,Not Found,N/A,N/A
bagin,tagalog,Not Found,N/A,N/A
baging,cebuano,Not Found,N/A,N/A
baging,tagalog,-0.5671,0.513133,-0.013133
bagingan,tagalog,0.1576,0.599223,-0.099223
bagingan,tagalog,0.1576,0.599223,-0.099223
bagis,cebuano,Not Found,N/A,N/A
bagis,cebuano,Not Found,N/A,N/A
bagis,cebuano,Not Found,N/A,N/A
bagis,cebuano,Not Found,N/A,N/A
bagis,cebuano,Not Found,N/A,N/A
bagisbis,tagalog,Not Found,N/A,N/A
bagisbisin,tagalog,Not Found,N/A,N/A
bagison,cebuano,Not Found,N/A,N/A
bagit,cebuano,Not Found,N/A,N/A
bagito,tagalog,0.0482,0.586227,0.586227
bagiyus,cebuano,Not Found,N/A,N/A
bagkat,tagalog,Not Found,N/A,N/A
bagko,tagalog,Not Found,N/A,N/A
bagkos,tagalog,-0.1042,0.568123,-0.068123
bagkus,tagalog,0.1627,0.599829,-0.099829
baglis,cebuano,Not Found,N/A,N/A
bagna,tagalog,Not Found,N/A,N/A
bagnas,cebuano,Not Found,N/A,N/A
bagni,cebuano,Not Found,N/A,N/A
bagnid,cebuano,Not Found,N/A,N/A
bagnod,cebuano,Not Found,N/A,N/A
bagnol,cebuano,Not Found,N/A,N/A
bagnud,cebuano,Not Found,N/A,N/A
bagnus,cebuano,Not Found,N/A,N/A
bagnut,cebuano,Not Found,N/A,N/A
bago,cebuano,-0.0063,0.279102,0.279102
bago,tagalog,0.4913,0.638865,0.638865
bago pa,cebuano,Not Found,N/A,N/A
bago pa,cebuano,Not Found,N/A,N/A
bago pa lamang,cebuano,Not Found,N/A,N/A
bago pa lang,cebuano,Not Found,N/A,N/A
bago tumanghali,tagalog,Not Found,N/A,N/A
bagohanon,cebuano,Not Found,N/A,N/A
bagohay,cebuano,Not Found,N/A,N/A
bagok,tagalog,Not Found,N/A,N/A
bagol,cebuano,Not Found,N/A,N/A
bagol,cebuano,Not Found,N/A,N/A
bagol,cebuano,Not Found,N/A,N/A
bagol,cebuano,Not Found,N/A,N/A
bagol,tagalog,0.3109,0.617434,-0.617434
bagol,tagalog,0.3109,0.617434,-0.617434
bagolbagol,cebuano,Not Found,N/A,N/A
bagon,cebuano,Not Found,N/A,N/A
bagon,tagalog,-0.4846,0.522933,-0.022933
bagoneta,tagalog,Not Found,N/A,N/A
bagong,cebuano,-0.1083,0.273786,0.226214
bagong abut,cebuano,Not Found,N/A,N/A
bagong anyo,tagalog,Not Found,N/A,N/A
bagong buwan,tagalog,Not Found,N/A,N/A
bagong kabig,cebuano,Not Found,N/A,N/A
bagong kinasal,cebuano,Not Found,N/A,N/A
bagong linutas,cebuano,Not Found,N/A,N/A
bagong minyo,cebuano,Not Found,N/A,N/A
bagong nagatubo,cebuano,Not Found,N/A,N/A
bagong nagsisimula,tagalog,Not Found,N/A,N/A
bagong natawo,cebuano,Not Found,N/A,N/A
bagong tipan,tagalog,Not Found,N/A,N/A
bagong tuig,cebuano,Not Found,N/A,N/A
bagong tuig,cebuano,Not Found,N/A,N/A
bagong yaman,cebuano,Not Found,N/A,N/A
bagongbuhay,tagalog,Not Found,N/A,N/A
bagongpanganak,tagalog,Not Found,N/A,N/A
bagongtao,tagalog,Not Found,N/A,N/A
bagoong,tagalog,-0.2799,0.547251,-0.047251
bagoongin,tagalog,Not Found,N/A,N/A
bagot,tagalog,0.5721,0.648463,-0.648463
bagransiya,cebuano,Not Found,N/A,N/A
bagrung,cebuano,Not Found,N/A,N/A
bagsak,cebuano,Not Found,N/A,N/A
bagsak,tagalog,-0.6011,0.509094,-0.509094
bagsak,tagalog,-0.6011,0.509094,-0.509094
bagsakan,tagalog,-0.1428,0.563537,-0.563537
bagsang,cebuano,Not Found,N/A,N/A
bagsik,tagalog,-0.4335,0.529004,-0.529004
bagsik pumatay,tagalog,Not Found,N/A,N/A
bagtak,cebuano,Not Found,N/A,N/A
bagtak,cebuano,Not Found,N/A,N/A
bagtas,cebuano,Not Found,N/A,N/A
bagtas,cebuano,Not Found,N/A,N/A
bagtas,tagalog,-0.0483,0.574763,-0.574763
bagtasan,tagalog,0.1249,0.595339,-0.095339
bagtasin,tagalog,0.3513,0.622234,-0.122234
bagti,cebuano,Not Found,N/A,N/A
bagtik,cebuano,Not Found,N/A,N/A
bagting,cebuano,Not Found,N/A,N/A
bagting,tagalog,0.429,0.631464,-0.631464
bagting sa lingganay,cebuano,Not Found,N/A,N/A
bagtingan,tagalog,-0.0884,0.57,-0.07
bagtok,cebuano,Not Found,N/A,N/A
bagtok,cebuano,Not Found,N/A,N/A
bagtok,cebuano,Not Found,N/A,N/A
bagtuk,cebuano,Not Found,N/A,N/A
bagtus,cebuano,Not Found,N/A,N/A
bagu,cebuano,Not Found,N/A,N/A
bagu,cebuano,Not Found,N/A,N/A
bagu,cebuano,Not Found,N/A,N/A
bagu,cebuano,Not Found,N/A,N/A
bagubhu,cebuano,Not Found,N/A,N/A
bagubu bagubu bagubu,cebuano,Not Found,N/A,N/A
bagudlus,cebuano,Not Found,N/A,N/A
baguhan,tagalog,0.8348,0.679671,-0.179671
baguhin,tagalog,1.2998,0.73491,0.73491
baguhingtatag,tagalog,Not Found,N/A,N/A
bagukbuk,cebuano,Not Found,N/A,N/A
bagul,cebuano,Not Found,N/A,N/A
bagulbol,cebuano,Not Found,N/A,N/A
bagulbol,cebuano,Not Found,N/A,N/A
bagulbol,cebuano,Not Found,N/A,N/A
bagulbol,cebuano,Not Found,N/A,N/A
bagulbul,cebuano,Not Found,N/A,N/A
bagulbulan,cebuano,Not Found,N/A,N/A
bagulbulon,cebuano,Not Found,N/A,N/A
bagulbulon,cebuano,Not Found,N/A,N/A
bagumbayan,cebuano,Not Found,N/A,N/A
bagumbayan,tagalog,-0.5302,0.517516,-0.017516
bagumbuhay,tagalog,-0.0555,0.573908,-0.073908
bagun,cebuano,Not Found,N/A,N/A
bagun,cebuano,Not Found,N/A,N/A
bagunbun,cebuano,Not Found,N/A,N/A
bagunbunun,cebuano,Not Found,N/A,N/A
baguneta,tagalog,-0.2061,0.556018,-0.056018
bagung,cebuano,Not Found,N/A,N/A
bagung,cebuano,Not Found,N/A,N/A
bagungbago,tagalog,Not Found,N/A,N/A
bagungun bagungun,cebuano,Not Found,N/A,N/A
baguntao,tagalog,-0.2682,0.54864,-0.04864
baguntaon,tagalog,Not Found,N/A,N/A
bagunul,cebuano,Not Found,N/A,N/A
baguod,cebuano,Not Found,N/A,N/A
bagurus,cebuano,Not Found,N/A,N/A
bagus,cebuano,-0.5488,0.250829,0.250829
bagus,cebuano,-0.5488,0.250829,0.250829
bagutbot,cebuano,Not Found,N/A,N/A
bagutbut,cebuano,Not Found,N/A,N/A
bagutbut,cebuano,Not Found,N/A,N/A
bagutbut,cebuano,Not Found,N/A,N/A
bagutbut,cebuano,Not Found,N/A,N/A
bagutbutan,cebuano,Not Found,N/A,N/A
bagutbuton,cebuano,Not Found,N/A,N/A
bagutbuton,cebuano,Not Found,N/A,N/A
bagutin,tagalog,Not Found,N/A,N/A
baguud,cebuano,Not Found,N/A,N/A
baguung,cebuano,Not Found,N/A,N/A
bagwis,tagalog,0.5573,0.646705,0.646705
bagwisan,cebuano,Not Found,N/A,N/A
bagyang,cebuano,Not Found,N/A,N/A
bagyo,tagalog,-0.9548,0.467076,-0.467076
bagyohon,cebuano,Not Found,N/A,N/A
bagyohon,cebuano,Not Found,N/A,N/A
bagyu,cebuano,Not Found,N/A,N/A
bagyu bins,cebuano,Not Found,N/A,N/A
bagyuhin,tagalog,0.0664,0.588389,-0.088389
baha,tagalog,-1.9327,0.350907,-0.350907
bahaan,tagalog,-0.7222,0.494708,-0.494708
bahabahagya,tagalog,Not Found,N/A,N/A
bahad,cebuano,Not Found,N/A,N/A
bahada,cebuano,Not Found,N/A,N/A
bahadu,cebuano,Not Found,N/A,N/A
bahag,cebuano,Not Found,N/A,N/A
bahag,cebuano,Not Found,N/A,N/A
bahag,cebuano,Not Found,N/A,N/A
bahag,tagalog,1.0061,0.70002,-0.70002
bahaganan,cebuano,Not Found,N/A,N/A
bahagdan,tagalog,-0.2007,0.556659,-0.056659
bahaghari,tagalog,0.7522,0.669858,-0.169858
bahagi,cebuano,Not Found,N/A,N/A
bahagi,tagalog,0.6009,0.651885,-0.151885
bahagi,tagalog,0.6009,0.651885,-0.151885
bahagi ng pananalita,tagalog,Not Found,N/A,N/A
bahagihin,tagalog,Not Found,N/A,N/A
bahagihin,tagalog,Not Found,N/A,N/A
bahagimbilang,tagalog,0.039,0.585134,-0.085134
bahagimbilang na angkop,tagalog,Not Found,N/A,N/A
bahagimbilang na di angkop,tagalog,Not Found,N/A,N/A
bahaginan,cebuano,Not Found,N/A,N/A
bahaginan,tagalog,-0.0938,0.569358,-0.069358
bahaging hatingkrus,tagalog,Not Found,N/A,N/A
bahaging sinipi,tagalog,Not Found,N/A,N/A
bahaginin,tagalog,Not Found,N/A,N/A
bahaginin,tagalog,Not Found,N/A,N/A
bahagya,tagalog,-0.6539,0.502821,-0.502821
bahagya,tagalog,-0.6539,0.502821,-0.502821
bahagyang huni,tagalog,Not Found,N/A,N/A
bahagyang paso,tagalog,Not Found,N/A,N/A
